index,left,top,right,bottom,section,line,content
0,69.796875,155.0,183.796875,265.0,question,0,What
1,183.796875,155.0,253.6875,265.0,question,0,did
2,253.6875,155.0,418.703125,265.0,question,0,Angela’s
3,418.703125,155.0,544.5,265.0,question,0,visitor
4,544.5,155.0,704.84375,265.0,question,0,deliver?
5,789.8359375,430.0,831.2421875,540.0,option:0,0,A
6,831.2421875,430.0,997.921875,540.0,option:0,0,package
7,997.921875,430.0,1063.7109375,540.0,option:0,0,for
8,1063.7109375,430.0,1209.7265625,540.0,option:0,0,Angela
9,204.203125,650.0,322.2734375,760.0,option:1,0,News
10,322.2734375,650.0,370.765625,760.0,option:1,0,of
11,370.765625,650.0,442.46875,760.0,option:1,0,the
12,442.46875,650.0,629.6484375,760.0,option:1,0,discovery
13,629.6484375,650.0,678.140625,760.0,option:1,0,of
14,678.140625,650.0,749.84375,760.0,option:1,0,the
15,749.84375,650.0,876.203125,760.0,option:1,0,bottle
16,1156.9140625,650.0,1198.7265625,760.0,option:2,0,A
17,1198.7265625,650.0,1375.6875,760.0,option:2,0,message
18,1375.6875,650.0,1478.5234375,760.0,option:2,0,from
19,1478.5234375,650.0,1550.2265625,760.0,option:2,0,the
20,1550.2265625,650.0,1643.328125,760.0,option:2,0,post
21,1643.328125,650.0,1762.6484375,760.0,option:2,0,office
22,647.7265625,870.0,689.4921875,980.0,option:3,0,A
23,689.4921875,870.0,799.453125,980.0,option:3,0,letter
24,799.453125,870.0,902.2890625,980.0,option:3,0,from
25,902.2890625,870.0,935.1171875,980.0,option:3,0,a
26,935.1171875,870.0,1111.4453125,980.0,option:3,0,museum
27,1111.4453125,870.0,1156.546875,980.0,option:3,0,in
28,1156.546875,870.0,1351.8359375,980.0,option:3,0,Hamburg
