index,left,top,right,bottom,section,line,content
0,79.640625,155.0,109.640625,265.0,question,0,H
1,109.84375,155.0,133.84375,265.0,question,0,o
2,133.484375,155.0,164.484375,265.0,question,0,w
3,164.890625,155.0,174.890625,265.0,question,0, 
4,175.328125,155.0,206.328125,265.0,question,0,w
5,206.765625,155.0,228.765625,265.0,question,0,a
6,228.921875,155.0,247.921875,265.0,question,0,s
7,248.328125,155.0,258.328125,265.0,question,0, 
8,258.765625,155.0,272.765625,265.0,question,0,t
9,272.484375,155.0,297.484375,265.0,question,0,h
10,297.046875,155.0,320.046875,265.0,question,0,e
11,320.453125,155.0,330.453125,265.0,question,0, 
12,330.046875,155.0,355.046875,265.0,question,0,b
13,355.25,155.0,379.25,265.0,question,0,o
14,379.6875,155.0,393.6875,265.0,question,0,t
15,394.125,155.0,408.125,265.0,question,0,t
16,408.4375,155.0,418.4375,265.0,question,0,l
17,418.0,155.0,441.0,265.0,question,0,e
18,441.40625,155.0,451.40625,265.0,question,0, 
19,451.0,155.0,476.0,265.0,question,0,d
20,476.3125,155.0,486.3125,265.0,question,0,i
21,486.46875,155.0,505.46875,265.0,question,0,s
22,505.671875,155.0,524.671875,265.0,question,0,c
23,524.875,155.0,548.875,265.0,question,0,o
24,547.390625,155.0,568.390625,265.0,question,0,v
25,567.953125,155.0,590.953125,265.0,question,0,e
26,590.46875,155.0,607.46875,265.0,question,0,r
27,606.234375,155.0,629.234375,265.0,question,0,e
28,628.828125,155.0,653.828125,265.0,question,0,d
29,654.1875,155.0,671.1875,265.0,question,0,?
30,598.5546875,430.0,624.5546875,540.0,option:0,0,A
31,624.9609375,430.0,634.9609375,540.0,option:0,0, 
32,634.5546875,430.0,659.5546875,540.0,option:0,0,b
33,659.7578125,430.0,683.7578125,540.0,option:0,0,o
34,682.3671875,430.0,703.3671875,540.0,option:0,0,y
35,703.7734375,430.0,713.7734375,540.0,option:0,0, 
36,713.3671875,430.0,738.3671875,540.0,option:0,0,d
37,738.6796875,430.0,748.6796875,540.0,option:0,0,i
38,748.8359375,430.0,767.8359375,540.0,option:0,0,s
39,768.0390625,430.0,787.0390625,540.0,option:0,0,c
40,787.2421875,430.0,811.2421875,540.0,option:0,0,o
41,809.7578125,430.0,830.7578125,540.0,option:0,0,v
42,830.3203125,430.0,853.3203125,540.0,option:0,0,e
43,852.8359375,430.0,869.8359375,540.0,option:0,0,r
44,868.6015625,430.0,891.6015625,540.0,option:0,0,e
45,891.1953125,430.0,916.1953125,540.0,option:0,0,d
46,916.6015625,430.0,926.6015625,540.0,option:0,0, 
47,926.9140625,430.0,936.9140625,540.0,option:0,0,i
