index,left,top,right,bottom,section,line,content
0,69.46875,210.0,314.46875,320.0,,0,Researchers
1,314.46875,210.0,457.6171875,320.0,,0,believe
2,457.6171875,210.0,664.078125,320.0,,0,Erdmann’s
3,664.078125,210.0,905.4375,320.0,,0,"grandfather,"
4,905.4375,210.0,1057.8671875,320.0,,0,Richard
5,1057.8671875,210.0,1169.296875,320.0,,0,"Platz,"
6,1169.296875,210.0,1287.78125,320.0,,0,threw
7,1287.78125,210.0,1359.484375,320.0,,0,the
8,1359.484375,210.0,1480.796875,320.0,,0,bottle
9,1480.796875,210.0,1526.296875,320.0,,0,in
10,1526.296875,210.0,1598.28125,320.0,,0,the
11,1598.28125,210.0,1672.984375,320.0,,0,sea
12,1672.984375,210.0,1782.6171875,320.0,,0,while
13,1782.6171875,210.0,1842.0625,320.0,,0,on
14,1842.0625,210.0,1879.890625,320.0,,0,a
15,69.3125,320.0,164.375,430.0,,1,hike
16,164.375,320.0,255.6875,430.0,,1,with
17,255.6875,320.0,288.171875,430.0,,1,a
18,288.171875,320.0,423.53125,430.0,,1,nature
19,423.53125,320.0,669.046875,430.0,,1,appreciation
20,669.046875,320.0,793.640625,430.0,,1,group
21,793.640625,320.0,838.859375,430.0,,1,in
22,838.859375,320.0,951.3671875,430.0,,1,1913.
23,951.3671875,320.0,1014.375,430.0,,1,He
24,1014.375,320.0,1097.53125,430.0,,1,was
25,1097.53125,320.0,1153.453125,430.0,,1,20
26,1153.453125,320.0,1265.3359375,430.0,,1,years
27,1265.3359375,320.0,1334.96875,430.0,,1,old
28,1334.96875,320.0,1382.25,430.0,,1,at
29,1382.25,320.0,1454.375,430.0,,1,the
30,1454.375,320.0,1560.140625,430.0,,1,time.
31,1560.140625,320.0,1675.4296875,430.0,,1,Much
32,1675.4296875,320.0,1723.921875,430.0,,1,of
33,1723.921875,320.0,1801.03125,430.0,,1,the
34,69.1875,430.0,249.765625,540.0,,2,postcard
35,249.765625,430.0,333.140625,540.0,,2,was
36,333.140625,430.0,633.53125,540.0,,2,"indecipherable,"
37,633.53125,430.0,814.078125,540.0,,2,although
38,814.078125,430.0,886.203125,540.0,,2,the
39,886.203125,430.0,1044.765625,540.0,,2,address
