index,left,top,right,bottom,section,line,content
0,69.15625,155.0,273.53125,265.0,question,0,According
1,273.53125,155.0,322.1171875,265.0,question,0,to
2,322.1171875,155.0,564.015625,265.0,question,0,"researchers,"
3,564.015625,155.0,677.4375,265.0,question,0,when
4,677.4375,155.0,747.484375,265.0,question,0,did
5,747.484375,155.0,899.9140625,265.0,question,0,Richard
6,899.9140625,155.0,1000.625,265.0,question,0,Platz
7,1000.625,155.0,1120.75,265.0,question,0,throw
8,1120.75,155.0,1192.453125,265.0,question,0,the
9,1192.453125,155.0,1313.765625,265.0,question,0,bottle
10,1313.765625,155.0,1397.90625,265.0,question,0,into
11,1397.90625,155.0,1469.890625,265.0,question,0,the
12,1469.890625,155.0,1566.9375,265.0,question,0,sea?
13,876.234375,430.0,1016.59375,540.0,option:0,0,Before
14,1016.59375,430.0,1123.765625,540.0,option:0,0,1901
15,380.828125,650.0,437.09375,760.0,option:1,0,At
16,437.09375,650.0,509.21875,760.0,option:1,0,the
17,509.21875,650.0,589.1015625,760.0,option:1,0,age
18,589.1015625,650.0,637.3125,760.0,option:1,0,of
19,637.3125,650.0,698.734375,760.0,option:1,0,54
20,1300.828125,650.0,1357.09375,760.0,option:2,0,At
21,1357.09375,650.0,1429.21875,760.0,option:2,0,the
22,1429.21875,650.0,1509.1015625,760.0,option:2,0,age
23,1509.1015625,650.0,1557.3125,760.0,option:2,0,of
24,1557.3125,650.0,1618.734375,760.0,option:2,0,20
25,876.234375,870.0,1016.59375,980.0,option:3,0,Before
26,1016.59375,870.0,1123.765625,980.0,option:3,0,1913
