index,left,top,right,bottom,section,line,content
0,59.765625,235.5,70.765625,319.5,,0,“
1,70.9375,235.5,80.9375,319.5,,0,I
2,80.765625,235.5,91.765625,319.5,,0,t
3,91.5625,235.5,99.5625,319.5,,0, 
4,99.140625,235.5,123.140625,319.5,,0,w
5,122.96875,235.5,139.96875,319.5,,0,a
6,140.34375,235.5,154.34375,319.5,,0,s
7,154.140625,235.5,162.140625,319.5,,0, 
8,161.375,235.5,177.375,319.5,,0,v
9,177.296875,235.5,194.296875,319.5,,0,e
10,194.6875,235.5,206.6875,319.5,,0,r
11,205.984375,235.5,221.984375,319.5,,0,y
12,221.78125,235.5,229.78125,319.5,,0, 
13,230.15625,235.5,244.15625,319.5,,0,s
14,243.703125,235.5,262.703125,319.5,,0,u
15,263.09375,235.5,275.09375,319.5,,0,r
16,275.546875,235.5,293.546875,319.5,,0,p
17,293.9375,235.5,305.9375,319.5,,0,r
18,305.671875,235.5,313.671875,319.5,,0,i
19,314.046875,235.5,328.046875,319.5,,0,s
20,327.78125,235.5,335.78125,319.5,,0,i
21,335.328125,235.5,354.328125,319.5,,0,n
22,354.78125,235.5,372.78125,319.5,,0,g
23,372.828125,235.5,380.828125,319.5,,0,","
24,380.59375,235.5,391.59375,319.5,,0,”
25,391.390625,235.5,399.390625,319.5,,0, 
26,398.5625,235.5,418.5625,319.5,,0,A
27,418.109375,235.5,437.109375,319.5,,0,n
28,437.5625,235.5,455.5625,319.5,,0,g
29,455.484375,235.5,472.484375,319.5,,0,e
30,472.21875,235.5,480.21875,319.5,,0,l
31,480.046875,235.5,497.046875,319.5,,0,a
32,496.84375,235.5,504.84375,319.5,,0, 
33,504.53125,235.5,521.53125,319.5,,0,E
34,521.921875,235.5,533.921875,319.5,,0,r
35,533.78125,235.5,551.78125,319.5,,0,d
36,551.828125,235.5,579.828125,319.5,,0,m
37,579.65625,235.5,596.65625,319.5,,0,a
38,596.203125,235.5,615.203125,319.5,,0,n
39,614.75,235.5,633.75,319.5,,0,n
40,633.796875,235.5,641.796875,319.5,,0,","
41,641.59375,235.5,649.59375,319.5,,0, 
42,649.75,235.5,666.75,319.5,,0,6
43,666.90625,235.5,683.90625,319.5,,0,2
44,683.953125,235.5,691.953125,319.5,,0,","
45,691.75,235.5,699.75,319.5,,0, 
46,700.125,235.5,714.125,319.5,,0,s
47,713.953125,235.5,730.953125,319.5,,0,a
48,730.6875,235.5,738.6875,319.5,,0,i
49,739.140625,235.5,757.140625,319.5,,0,d
50,757.1875,235.5,765.1875,319.5,,0,","
51,764.984375,235.5,772.984375,319.5,,0, 
52,773.375,235.5,785.375,319.5,,0,r
53,784.703125,235.5,801.703125,319.5,,0,e
54,802.109375,235.5,816.109375,319.5,,0,c
55,815.9375,235.5,832.9375,319.5,,0,a
56,832.671875,235.5,840.671875,319.5,,0,l
57,840.40625,235.5,848.40625,319.5,,0,l
58,848.140625,235.5,856.140625,319.5,,0,i
59,855.6875,235.5,874.6875,319.5,,0,n
60,875.140625,235.5,893.140625,319.5,,0,g
61,892.9375,235.5,900.9375,319.5,,0, 
62,900.484375,235.5,919.484375,319.5,,0,h
63,919.640625,235.5,937.640625,319.5,,0,o
64,936.625,235.5,960.625,319.5,,0,w
65,960.421875,235.5,968.421875,319.5,,0, 
66,968.796875,235.5,982.796875,319.5,,0,s
67,982.34375,235.5,1001.34375,319.5,,0,h
68,1001.265625,235.5,1018.265625,319.5,,0,e
69,1018.0625,235.5,1026.0625,319.5,,0, 
