index,left,top,right,bottom,section,line,content
0,69.953125,320.0,127.78125,430.0,,0,“It
1,127.78125,320.0,210.65625,430.0,,0,was
2,210.65625,320.0,301.28125,430.0,,0,very
3,301.28125,320.0,527.0625,430.0,,0,"surprising,”"
4,527.0625,320.0,667.9921875,430.0,,0,Angela
5,667.9921875,320.0,860.765625,430.0,,0,"Erdmann,"
6,860.765625,320.0,927.78125,430.0,,0,"62,"
7,927.78125,320.0,1025.0859375,430.0,,0,"said,"
8,1025.0859375,320.0,1195.765625,430.0,,0,recalling
9,1195.765625,320.0,1285.953125,430.0,,0,how
10,1285.953125,320.0,1361.6015625,430.0,,0,she
11,1361.6015625,320.0,1485.2265625,430.0,,0,found
12,1485.2265625,320.0,1559.109375,430.0,,0,out
13,1559.109375,320.0,1679.90625,430.0,,0,about
14,1679.90625,320.0,1751.609375,430.0,,0,the
15,1751.609375,320.0,1888.6875,430.0,,0,bottle.
16,69.953125,430.0,122.53125,540.0,,1,“A
17,122.53125,430.0,217.375,540.0,,1,man
18,217.375,430.0,334.515625,540.0,,1,stood
19,334.515625,430.0,381.78125,540.0,,1,at
20,381.78125,430.0,449.59375,540.0,,1,my
21,449.59375,430.0,549.9375,540.0,,1,door
22,549.9375,430.0,632.09375,540.0,,1,and
23,632.09375,430.0,716.03125,540.0,,1,told
24,716.03125,430.0,786.0625,540.0,,1,me
25,786.0625,430.0,843.75,540.0,,1,he
26,843.75,430.0,925.84375,540.0,,1,had
27,925.84375,430.0,1017.7265625,540.0,,1,post
28,1017.7265625,430.0,1120.546875,540.0,,1,from
29,1120.546875,430.0,1188.359375,540.0,,1,my
30,1188.359375,430.0,1429.6015625,540.0,,1,grandfather.
31,1429.6015625,430.0,1492.609375,540.0,,1,He
32,1492.609375,430.0,1589.453125,540.0,,1,then
33,1589.453125,430.0,1673.390625,540.0,,1,told
34,1673.390625,430.0,1743.78125,540.0,,1,me
35,1743.78125,430.0,1830.21875,540.0,,1,that
36,1830.21875,430.0,1868.046875,540.0,,1,a
37,70.0,540.0,253.234375,650.0,,2,message
38,253.234375,540.0,298.734375,650.0,,2,in
39,298.734375,540.0,331.15625,650.0,,2,a
40,331.15625,540.0,452.171875,650.0,,2,bottle
41,452.171875,540.0,534.265625,650.0,,2,had
42,534.265625,540.0,638.1953125,650.0,,2,been
43,638.1953125,540.0,761.9375,650.0,,2,found
44,761.9375,540.0,844.09375,650.0,,2,and
45,844.09375,540.0,930.53125,650.0,,2,that
46,930.53125,540.0,1002.296875,650.0,,2,the
47,1002.296875,540.0,1120.1875,650.0,,2,name
48,1120.1875,540.0,1206.625,650.0,,2,that
49,1206.625,540.0,1289.9453125,650.0,,2,was
50,1289.9453125,540.0,1349.390625,650.0,,2,on
51,1349.390625,540.0,1421.3984375,650.0,,2,the
52,1421.3984375,540.0,1513.875,650.0,,2,card
53,1513.875,540.0,1597.3125,650.0,,2,was
54,1597.3125,540.0,1683.6328125,650.0,,2,that
55,1683.6328125,540.0,1732.109375,650.0,,2,of
56,1732.109375,540.0,1805.328125,650.0,,2,my
57,69.1875,650.0,330.1953125,760.0,,3,grandfather.”
58,330.1953125,650.0,409.15625,760.0,,3,Her
59,409.15625,650.0,535.375,760.0,,3,visitor
60,535.375,650.0,618.8125,760.0,,3,was
61,618.8125,650.0,651.234375,760.0,,3,a
62,651.234375,650.0,899.8515625,760.0,,3,genealogical
63,899.8515625,650.0,1111.875,760.0,,3,researcher
64,1111.875,650.0,1202.28125,760.0,,3,who
65,1202.28125,650.0,1284.78125,760.0,,3,had
66,1284.78125,650.0,1473.953125,760.0,,3,managed
67,1473.953125,650.0,1523.0,760.0,,3,to
68,1523.0,650.0,1626.203125,760.0,,3,track
69,1626.203125,650.0,1700.34375,760.0,,3,her
70,1700.34375,650.0,1815.265625,760.0,,3,down
71,1815.265625,650.0,1865.75,760.0,,3,in
72,69.59375,760.0,195.84375,870.0,,4,Berlin
73,195.84375,760.0,295.96875,870.0,,4,after
74,295.96875,760.0,368.03125,870.0,,4,the
75,368.03125,760.0,479.328125,870.0,,4,letter
76,479.328125,760.0,562.34375,870.0,,4,was
77,562.34375,760.0,675.671875,870.0,,4,given
78,675.671875,760.0,724.71875,870.0,,4,to
79,724.71875,760.0,796.40625,870.0,,4,the
80,796.40625,760.0,1052.546875,870.0,,4,International
81,1052.546875,760.0,1233.21875,870.0,,4,Maritime
82,1233.21875,760.0,1408.484375,870.0,,4,Museum
83,1408.484375,760.0,1453.984375,870.0,,4,in
84,1453.984375,760.0,1525.75,870.0,,4,the
85,1525.75,760.0,1704.484375,870.0,,4,northern
86,1704.484375,760.0,1794.9453125,870.0,,4,port
87,1794.9453125,760.0,1869.7109375,870.0,,4,city
88,1869.7109375,760.0,1923.1875,870.0,,4,of
89,69.234375,870.0,280.625,980.0,,5,Hamburg.
