index,left,top,right,bottom,section,line,content
0,69.828125,375.0,154.921875,485.0,,0,The
1,154.921875,375.0,333.21875,485.0,,0,message
2,333.21875,375.0,415.375,485.0,,0,and
3,415.375,375.0,487.078125,485.0,,0,the
4,487.078125,375.0,608.453125,485.0,,0,bottle
5,608.453125,375.0,680.8125,485.0,,0,will
6,680.8125,375.0,738.6796875,485.0,,0,be
7,738.6796875,375.0,797.703125,485.0,,0,on
8,797.703125,375.0,940.34375,485.0,,0,display
9,940.34375,375.0,987.2265625,485.0,,0,at
10,987.2265625,375.0,1202.40625,485.0,,0,Hamburg’s
11,1202.40625,375.0,1383.078125,485.0,,0,Maritime
12,1383.078125,375.0,1558.046875,485.0,,0,Museum
13,1558.046875,375.0,1653.3125,485.0,,0,until
14,1653.3125,375.0,1730.421875,485.0,,0,the
15,69.1875,485.0,276.4296875,595.0,,1,beginning
16,276.4296875,485.0,324.84375,595.0,,1,of
17,324.84375,485.0,414.171875,595.0,,1,May
18,414.171875,485.0,527.078125,595.0,,1,"2014,"
19,527.078125,485.0,627.203125,595.0,,1,after
20,627.203125,485.0,747.5625,595.0,,1,which
21,747.5625,485.0,898.59375,595.0,,1,experts
22,898.59375,485.0,971.375,595.0,,1,will
23,971.375,485.0,1132.09375,595.0,,1,attempt
24,1132.09375,485.0,1180.71875,595.0,,1,to
25,1180.71875,485.0,1356.609375,595.0,,1,decipher
26,1356.609375,485.0,1428.2734375,595.0,,1,the
27,1428.2734375,485.0,1510.8984375,595.0,,1,rest
28,1510.8984375,485.0,1559.390625,595.0,,1,of
29,1559.390625,485.0,1631.515625,595.0,,1,the
30,1631.515625,485.0,1724.0,595.0,,1,text.
31,1724.0,485.0,1762.78125,595.0,,1,It
32,1762.78125,485.0,1802.359375,595.0,,1,is
33,1802.359375,485.0,1881.46875,595.0,,1,not
34,69.796875,595.0,176.453125,705.0,,2,clear
35,176.453125,595.0,279.890625,705.0,,2,what
36,279.890625,595.0,352.671875,705.0,,2,will
37,352.671875,595.0,449.15625,705.0,,2,then
38,449.15625,595.0,603.546875,705.0,,2,happen
39,603.546875,595.0,652.59375,705.0,,2,to
40,652.59375,595.0,724.296875,705.0,,2,the
41,724.296875,595.0,855.96875,705.0,,2,"bottle,"
42,855.96875,595.0,930.4453125,705.0,,2,but
43,930.4453125,595.0,1112.421875,705.0,,2,Erdmann
44,1112.421875,595.0,1238.359375,705.0,,2,hopes
45,1238.359375,595.0,1273.578125,705.0,,2,it
46,1273.578125,595.0,1346.21875,705.0,,2,will
47,1346.21875,595.0,1433.203125,705.0,,2,stay
48,1433.203125,595.0,1480.484375,705.0,,2,at
49,1480.484375,595.0,1552.59375,705.0,,2,the
50,1552.59375,595.0,1739.6640625,705.0,,2,museum.
51,1739.6640625,595.0,1829.21875,705.0,,2,“We
52,70.03125,705.0,178.453125,815.0,,3,want
53,178.453125,705.0,227.484375,815.0,,3,to
54,227.484375,705.0,341.671875,815.0,,3,make
55,341.671875,705.0,373.1796875,815.0,,3,a
56,373.1796875,705.0,451.46875,815.0,,3,few
57,451.46875,705.0,593.609375,815.0,,3,photos
58,593.609375,705.0,769.734375,815.0,,3,available
59,769.734375,705.0,818.359375,815.0,,3,to
60,818.359375,705.0,892.9375,815.0,,3,put
61,892.9375,705.0,984.25,815.0,,3,with
62,984.25,705.0,1055.953125,815.0,,3,the
63,1055.953125,705.0,1177.328125,815.0,,3,bottle
64,1177.328125,705.0,1259.0625,815.0,,3,and
65,1259.0625,705.0,1347.609375,815.0,,3,give
66,1347.609375,705.0,1382.828125,815.0,,3,it
67,1382.828125,705.0,1414.3359375,815.0,,3,a
68,1414.3359375,705.0,1514.625,815.0,,3,"face,"
69,1514.625,705.0,1567.96875,815.0,,3,so
70,1567.96875,705.0,1713.2265625,815.0,,3,visitors
71,1713.2265625,705.0,1789.96875,815.0,,3,can
72,1789.96875,705.0,1869.78125,815.0,,3,see
73,70.03125,815.0,146.625,925.0,,4,the
74,146.625,815.0,276.171875,925.0,,4,young
75,276.171875,815.0,371.15625,925.0,,4,man
76,371.15625,815.0,461.921875,925.0,,4,who
77,461.921875,815.0,580.40625,925.0,,4,threw
78,580.40625,815.0,652.109375,925.0,,4,the
79,652.109375,815.0,773.421875,925.0,,4,bottle
80,773.421875,815.0,857.5625,925.0,,4,into
81,857.5625,815.0,929.6875,925.0,,4,the
82,929.6875,815.0,1066.015625,925.0,,4,"water,”"
83,1066.015625,815.0,1142.859375,925.0,,4,she
84,1142.859375,815.0,1245.609375,925.0,,4,said.
