index,left,top,right,bottom,section,line,content
0,59.90625,109.5,87.90625,193.5,question,0,W
1,87.453125,109.5,106.453125,193.5,question,0,h
2,106.1875,109.5,114.1875,193.5,question,0,i
3,114.59375,109.5,128.59375,193.5,question,0,c
4,128.140625,109.5,147.140625,193.5,question,0,h
5,146.9375,109.5,154.9375,193.5,question,0, 
6,155.09375,109.5,173.09375,193.5,question,0,o
7,171.40625,109.5,183.40625,193.5,question,0,f
8,183.203125,109.5,191.203125,193.5,question,0, 
9,191.03125,109.5,202.03125,193.5,question,0,t
10,201.578125,109.5,220.578125,193.5,question,0,h
11,220.5,109.5,237.5,193.5,question,0,e
12,237.296875,109.5,245.296875,193.5,question,0, 
13,243.609375,109.5,255.609375,193.5,question,0,f
14,255.765625,109.5,273.765625,193.5,question,0,o
15,273.5,109.5,281.5,193.5,question,0,l
16,281.234375,109.5,289.234375,193.5,question,0,l
17,289.390625,109.5,307.390625,193.5,question,0,o
18,306.375,109.5,330.375,193.5,question,0,w
19,330.109375,109.5,338.109375,193.5,question,0,i
20,337.65625,109.5,356.65625,193.5,question,0,n
21,357.109375,109.5,375.109375,193.5,question,0,g
22,374.90625,109.5,382.90625,193.5,question,0, 
23,383.3125,109.5,397.3125,193.5,question,0,c
24,396.859375,109.5,415.859375,193.5,question,0,h
25,415.6875,109.5,432.6875,193.5,question,0,a
26,433.078125,109.5,445.078125,193.5,question,0,r
27,444.3125,109.5,461.3125,193.5,question,0,a
28,461.71875,109.5,475.71875,193.5,question,0,c
29,475.546875,109.5,486.546875,193.5,question,0,t
30,486.46875,109.5,503.46875,193.5,question,0,e
31,503.859375,109.5,515.859375,193.5,question,0,r
32,515.59375,109.5,523.59375,193.5,question,0,i
33,523.96875,109.5,537.96875,193.5,question,0,s
34,537.796875,109.5,548.796875,193.5,question,0,t
35,548.53125,109.5,556.53125,193.5,question,0,i
36,556.9375,109.5,570.9375,193.5,question,0,c
37,571.3125,109.5,585.3125,193.5,question,0,s
38,585.109375,109.5,593.109375,193.5,question,0, 
39,593.5625,109.5,611.5625,193.5,question,0,d
40,611.71875,109.5,629.71875,193.5,question,0,o
41,629.640625,109.5,646.640625,193.5,question,0,e
42,647.015625,109.5,661.015625,193.5,question,0,s
43,660.8125,109.5,668.8125,193.5,question,0, 
44,667.984375,109.5,687.984375,193.5,question,0,A
45,687.53125,109.5,706.53125,193.5,question,0,n
46,706.984375,109.5,724.984375,193.5,question,0,g
47,724.90625,109.5,741.90625,193.5,question,0,e
48,741.640625,109.5,749.640625,193.5,question,0,l
49,749.46875,109.5,766.46875,193.5,question,0,a
50,766.265625,109.5,774.265625,193.5,question,0, 
51,773.953125,109.5,790.953125,193.5,question,0,E
52,791.34375,109.5,803.34375,193.5,question,0,r
53,803.203125,109.5,821.203125,193.5,question,0,d
54,821.25,109.5,849.25,193.5,question,0,m
55,849.078125,109.5,866.078125,193.5,question,0,a
56,865.625,109.5,884.625,193.5,question,0,n
57,884.421875,109.5,892.421875,193.5,question,0, 
58,892.796875,109.5,906.796875,193.5,question,0,s
59,906.34375,109.5,925.34375,193.5,question,0,h
60,925.171875,109.5,942.171875,193.5,question,0,a
61,942.5625,109.5,954.5625,193.5,question,0,r
62,953.890625,109.5,970.890625,193.5,question,0,e
63,970.6875,109.5,978.6875,193.5,question,0, 
64,978.265625,109.5,1002.265625,193.5,question,0,w
65,1002.0,109.5,1010.0,193.5,question,0,i
66,1009.828125,109.5,1020.828125,193.5,question,0,t
67,1020.375,109.5,1039.375,193.5,question,0,h
68,1039.171875,109.5,1047.171875,193.5,question,0, 
69,1046.71875,109.5,1065.71875,193.5,question,0,h
70,1065.640625,109.5,1082.640625,193.5,question,0,e
71,1083.03125,109.5,1095.03125,193.5,question,0,r
72,1094.828125,109.5,1102.828125,193.5,question,0, 
73,1103.28125,109.5,1121.28125,193.5,question,0,g
74,1121.671875,109.5,1133.671875,193.5,question,0,r
75,1132.90625,109.5,1149.90625,193.5,question,0,a
76,1149.453125,109.5,1168.453125,193.5,question,0,n
77,1168.90625,109.5,1186.90625,193.5,question,0,d
78,1185.21875,109.5,1197.21875,193.5,question,0,f
79,1197.046875,109.5,1214.046875,193.5,question,0,a
80,1213.875,109.5,1224.875,193.5,question,0,t
81,1224.421875,109.5,1243.421875,193.5,question,0,h
82,1243.34375,109.5,1260.34375,193.5,question,0,e
83,1260.734375,109.5,1272.734375,193.5,question,0,r
84,1272.75,109.5,1285.75,193.5,question,0,?
85,619.34375,319.5,635.34375,403.5,option:0,0,L
86,635.5,319.5,653.5,403.5,option:0,0,o
87,652.140625,319.5,668.140625,403.5,option:0,0,v
88,668.0625,319.5,685.0625,403.5,option:0,0,e
89,684.859375,319.5,692.859375,403.5,option:0,0, 
90,691.171875,319.5,703.171875,403.5,option:0,0,f
91,703.328125,319.5,721.328125,403.5,option:0,0,o
92,721.71875,319.5,733.71875,403.5,option:0,0,r
93,733.515625,319.5,741.515625,403.5,option:0,0, 
94,741.5625,319.5,769.5625,403.5,option:0,0,m
95,769.109375,319.5,788.109375,403.5,option:0,0,u
96,788.484375,319.5,802.484375,403.5,option:0,0,s
97,802.40625,319.5,819.40625,403.5,option:0,0,e
98,818.953125,319.5,837.953125,403.5,option:0,0,u
99,838.0,319.5,866.0,403.5,option:0,0,m
100,866.375,319.5,880.375,403.5,option:0,0,s
101,294.140625,487.5,310.140625,571.5,option:1,0,L
102,310.296875,487.5,328.296875,571.5,option:1,0,o
103,326.9375,487.5,342.9375,571.5,option:1,0,v
104,342.859375,487.5,359.859375,571.5,option:1,0,e
105,359.65625,487.5,367.65625,571.5,option:1,0, 
106,365.96875,487.5,377.96875,571.5,option:1,0,f
107,378.125,487.5,396.125,571.5,option:1,0,o
108,396.515625,487.5,408.515625,571.5,option:1,0,r
109,408.3125,487.5,416.3125,571.5,option:1,0, 
110,415.890625,487.5,439.890625,571.5,option:1,0,w
111,440.28125,487.5,452.28125,571.5,option:1,0,r
112,452.015625,487.5,460.015625,571.5,option:1,0,i
113,459.84375,487.5,470.84375,571.5,option:1,0,t
114,470.578125,487.5,478.578125,571.5,option:1,0,i
115,478.125,487.5,497.125,571.5,option:1,0,n
116,497.578125,487.5,515.578125,571.5,option:1,0,g
117,877.109375,487.5,900.109375,571.5,option:2,0,O
118,900.5625,487.5,918.5625,571.5,option:2,0,p
119,919.015625,487.5,937.015625,571.5,option:2,0,p
120,937.171875,487.5,955.171875,571.5,option:2,0,o
121,955.546875,487.5,969.546875,571.5,option:2,0,s
122,969.28125,487.5,977.28125,571.5,option:2,0,i
123,977.109375,487.5,988.109375,571.5,option:2,0,t
124,987.84375,487.5,995.84375,571.5,option:2,0,i
125,996.0,487.5,1014.0,571.5,option:2,0,o
126,1013.546875,487.5,1032.546875,571.5,option:2,0,n
127,1032.34375,487.5,1040.34375,571.5,option:2,0, 
128,1040.171875,487.5,1051.171875,571.5,option:2,0,t
129,1051.328125,487.5,1069.328125,571.5,option:2,0,o
130,1069.125,487.5,1077.125,571.5,option:2,0, 
131,1077.578125,487.5,1095.578125,571.5,option:2,0,p
132,1095.734375,487.5,1113.734375,571.5,option:2,0,o
133,1113.46875,487.5,1121.46875,571.5,option:2,0,l
134,1121.203125,487.5,1129.203125,571.5,option:2,0,l
135,1128.75,487.5,1147.75,571.5,option:2,0,u
136,1147.578125,487.5,1158.578125,571.5,option:2,0,t
137,1158.3125,487.5,1166.3125,571.5,option:2,0,i
138,1165.859375,487.5,1184.859375,571.5,option:2,0,n
139,1185.3125,487.5,1203.3125,571.5,option:2,0,g
140,1203.109375,487.5,1211.109375,571.5,option:2,0, 
141,1210.9375,487.5,1221.9375,571.5,option:2,0,t
142,1221.484375,487.5,1240.484375,571.5,option:2,0,h
143,1240.40625,487.5,1257.40625,571.5,option:2,0,e
144,1257.203125,487.5,1265.203125,571.5,option:2,0, 
145,1265.578125,487.5,1279.578125,571.5,option:2,0,s
146,1279.5,487.5,1296.5,571.5,option:2,0,e
147,1296.328125,487.5,1313.328125,571.5,option:2,0,a
148,620.7421875,655.5,643.7421875,739.5,option:3,0,O
149,644.1953125,655.5,662.1953125,739.5,option:3,0,p
150,662.1171875,655.5,679.1171875,739.5,option:3,0,e
151,678.6640625,655.5,697.6640625,739.5,option:3,0,n
152,697.3203125,655.5,707.3203125,739.5,option:3,0,-
153,707.3671875,655.5,735.3671875,739.5,option:3,0,m
154,735.1015625,655.5,743.1015625,739.5,option:3,0,i
155,742.6484375,655.5,761.6484375,739.5,option:3,0,n
156,762.1015625,655.5,780.1015625,739.5,option:3,0,d
157,780.0234375,655.5,797.0234375,739.5,option:3,0,e
158,797.4765625,655.5,815.4765625,739.5,option:3,0,d
159,815.0234375,655.5,834.0234375,739.5,option:3,0,n
160,833.9453125,655.5,850.9453125,739.5,option:3,0,e
161,851.3203125,655.5,865.3203125,739.5,option:3,0,s
162,865.6953125,655.5,879.6953125,739.5,option:3,0,s
